,Age,Years of Experience,Bachelor,High_School,Master,PhD,Female,Male,Other,Salary
3453,27.0,1.0,0,1,0,0,1,0,0,32000.0
3454,33.0,5.0,1,0,0,0,0,1,0,70000.0
3455,42.0,12.0,0,0,1,0,1,0,0,120000.0
3456,29.0,4.0,0,0,1,0,0,1,0,70000.0
3457,36.0,7.0,0,0,1,0,1,0,0,85000.0
3458,30.0,2.0,0,1,0,0,0,1,0,33000.0
3459,43.0,15.0,0,0,0,1,1,0,0,150000.0
3460,34.0,3.0,1,0,0,0,0,1,0,50000.0
3461,25.0,1.0,0,0,1,0,1,0,0,32000.0
3462,37.0,11.0,0,0,0,1,0,1,0,115000.0
3463,24.0,1.0,1,0,0,0,1,0,0,40000.0
3464,39.0,10.0,0,0,1,0,0,1,0,105000.0
3465,31.0,2.0,0,1,0,0,0,1,0,35000.0
3466,44.0,13.0,0,0,0,1,1,0,0,135000.0
3467,28.0,4.0,1,0,0,0,0,1,0,65000.0
3468,32.0,6.0,0,0,1,0,1,0,0,80000.0
3469,45.0,14.0,0,0,0,1,0,1,0,140000.0
3470,26.0,2.0,1,0,0,0,1,0,0,45000.0
3471,38.0,8.0,0,0,1,0,0,1,0,95000.0
3472,27.0,1.0,0,1,0,0,1,0,0,32000.0
3473,33.0,5.0,1,0,0,0,0,1,0,70000.0
3474,42.0,12.0,0,0,1,0,1,0,0,120000.0
3475,29.0,4.0,0,0,1,0,0,1,0,70000.0
3476,36.0,7.0,0,0,1,0,1,0,0,85000.0
3477,30.0,2.0,0,1,0,0,0,1,0,33000.0
3478,43.0,15.0,0,0,0,1,1,0,0,150000.0
3479,34.0,3.0,1,0,0,0,0,1,0,50000.0
3480,25.0,1.0,0,0,1,0,1,0,0,32000.0
3481,37.0,11.0,0,0,0,1,0,1,0,115000.0
3482,24.0,1.0,1,0,0,0,1,0,0,40000.0
3483,39.0,10.0,0,0,1,0,0,1,0,105000.0
3484,31.0,2.0,0,1,0,0,0,1,0,35000.0
3485,44.0,13.0,0,0,0,1,1,0,0,135000.0
3486,28.0,4.0,1,0,0,0,0,1,0,65000.0
3487,32.0,6.0,0,0,1,0,1,0,0,80000.0
3488,45.0,14.0,0,0,0,1,0,1,0,140000.0
3489,26.0,2.0,1,0,0,0,1,0,0,45000.0
3490,38.0,8.0,0,0,1,0,0,1,0,95000.0
3491,27.0,1.0,0,1,0,0,1,0,0,32000.0
3492,33.0,5.0,1,0,0,0,0,1,0,70000.0
3493,42.0,12.0,0,0,1,0,1,0,0,120000.0
3494,29.0,4.0,0,0,1,0,0,1,0,70000.0
3495,36.0,7.0,0,0,1,0,1,0,0,85000.0
3496,30.0,2.0,0,1,0,0,0,1,0,33000.0
3497,43.0,15.0,0,0,0,1,1,0,0,150000.0
3498,34.0,3.0,1,0,0,0,0,1,0,50000.0
3499,25.0,1.0,0,0,1,0,1,0,0,32000.0
3500,37.0,11.0,0,0,0,1,0,1,0,115000.0
3501,24.0,1.0,1,0,0,0,1,0,0,40000.0
3502,39.0,10.0,0,0,1,0,0,1,0,105000.0
3503,31.0,2.0,0,1,0,0,0,1,0,35000.0
3504,44.0,13.0,0,0,0,1,1,0,0,135000.0
3505,28.0,4.0,1,0,0,0,0,1,0,65000.0
3506,32.0,6.0,0,0,1,0,1,0,0,80000.0
3507,45.0,14.0,0,0,0,1,0,1,0,140000.0
3508,26.0,2.0,1,0,0,0,1,0,0,45000.0
3509,38.0,8.0,0,0,1,0,0,1,0,95000.0
3510,27.0,1.0,0,1,0,0,1,0,0,32000.0
3511,33.0,5.0,1,0,0,0,0,1,0,70000.0
3512,42.0,12.0,0,0,1,0,1,0,0,120000.0
3513,29.0,4.0,0,0,1,0,0,1,0,70000.0
3514,36.0,7.0,0,0,1,0,1,0,0,85000.0
3515,30.0,2.0,0,1,0,0,0,1,0,33000.0
3516,43.0,15.0,0,0,0,1,1,0,0,150000.0
3517,34.0,3.0,1,0,0,0,0,1,0,50000.0
3518,25.0,1.0,0,0,1,0,1,0,0,32000.0
3519,37.0,11.0,0,0,0,1,0,1,0,115000.0
3520,32.0,2.0,1,0,0,0,0,1,0,45000.0
3521,24.0,1.0,0,1,0,0,1,0,0,32000.0
3522,45.0,12.0,0,0,0,1,0,1,0,120000.0
3523,29.0,4.0,0,0,1,0,1,0,0,65000.0
3524,38.0,8.0,1,0,0,0,0,1,0,95000.0
3525,27.0,5.0,0,0,1,0,1,0,0,80000.0
3526,31.0,3.0,0,1,0,0,1,0,0,38000.0
3527,42.0,10.0,0,0,1,0,0,1,0,110000.0
3528,26.0,2.0,1,0,0,0,1,0,0,45000.0
3529,36.0,7.0,0,0,1,0,0,1,0,89000.0
3530,28.0,1.0,0,1,0,0,0,1,0,32000.0
3531,33.0,5.0,1,0,0,0,1,0,0,70000.0
3532,46.0,15.0,0,0,0,1,0,1,0,150000.0
3533,25.0,1.0,1,0,0,0,1,0,0,40000.0
3534,37.0,9.0,0,0,1,0,1,0,0,105000.0
3535,30.0,4.0,0,0,1,0,0,1,0,65000.0
3536,43.0,14.0,0,0,0,1,1,0,0,140000.0
3537,34.0,3.0,1,0,0,0,0,1,0,50000.0
3538,26.0,2.0,0,1,0,0,1,0,0,35000.0
3539,41.0,11.0,0,0,1,0,0,1,0,115000.0
3540,29.0,5.0,0,0,1,0,1,0,0,70000.0
3541,35.0,6.0,1,0,0,0,0,1,0,80000.0
3542,27.0,1.0,0,1,0,0,1,0,0,30000.0
3543,40.0,13.0,0,0,0,1,0,1,0,135000.0
3544,23.0,1.0,1,0,0,0,1,0,0,40000.0
3545,39.0,10.0,0,0,1,0,0,1,0,105000.0
3546,31.0,2.0,0,1,0,0,0,1,0,35000.0
3547,44.0,12.0,0,0,0,1,1,0,0,120000.0
3548,28.0,3.0,0,0,1,0,0,1,0,55000.0
3549,32.0,2.0,1,0,0,0,1,0,0,45000.0
3550,45.0,14.0,0,0,1,0,0,1,0,140000.0
3551,26.0,3.0,1,0,0,0,1,0,0,55000.0
3552,38.0,11.0,0,0,0,1,0,1,0,115000.0
3553,27.0,4.0,0,0,1,0,1,0,0,70000.0
3554,33.0,3.0,0,1,0,0,0,1,0,38000.0
3555,42.0,13.0,0,0,1,0,1,0,0,135000.0
3556,29.0,2.0,1,0,0,0,0,1,0,45000.0
3557,36.0,7.0,0,0,1,0,1,0,0,85000.0
3558,30.0,1.0,0,1,0,0,0,1,0,32000.0
3559,43.0,15.0,0,0,0,1,1,0,0,150000.0
3560,34.0,4.0,1,0,0,0,0,1,0,65000.0
3561,25.0,1.0,0,0,1,0,1,0,0,32000.0
3562,37.0,12.0,0,0,0,1,0,1,0,120000.0
3563,24.0,1.0,1,0,0,0,1,0,0,40000.0
3564,39.0,9.0,0,0,1,0,0,1,0,95000.0
3565,31.0,2.0,0,1,0,0,0,1,0,35000.0
3566,44.0,14.0,0,0,0,1,1,0,0,140000.0
3567,28.0,3.0,1,0,0,0,0,1,0,55000.0
3568,32.0,6.0,0,0,1,0,1,0,0,80000.0
3569,45.0,13.0,0,0,0,1,0,1,0,135000.0
3570,26.0,2.0,1,0,0,0,1,0,0,45000.0
3571,38.0,8.0,0,0,1,0,0,1,0,95000.0
3572,27.0,1.0,0,1,0,0,1,0,0,32000.0
3573,33.0,5.0,1,0,0,0,0,1,0,70000.0
3574,42.0,12.0,0,0,1,0,1,0,0,120000.0
3575,29.0,4.0,0,0,1,0,0,1,0,70000.0
3576,36.0,7.0,0,0,1,0,1,0,0,85000.0
3577,30.0,2.0,0,1,0,0,0,1,0,33000.0
3578,43.0,15.0,0,0,0,1,1,0,0,150000.0
3579,34.0,3.0,1,0,0,0,0,1,0,50000.0
3580,25.0,1.0,0,0,1,0,1,0,0,32000.0
3581,37.0,11.0,0,0,0,1,0,1,0,115000.0
3582,24.0,1.0,1,0,0,0,1,0,0,40000.0
3583,39.0,10.0,0,0,1,0,0,1,0,105000.0
3584,31.0,2.0,0,1,0,0,0,1,0,35000.0
3585,44.0,13.0,0,0,0,1,1,0,0,135000.0
3586,28.0,4.0,1,0,0,0,0,1,0,65000.0
3587,32.0,6.0,0,0,1,0,1,0,0,80000.0
3588,45.0,14.0,0,0,0,1,0,1,0,140000.0
3589,26.0,2.0,1,0,0,0,1,0,0,45000.0
3590,38.0,8.0,0,0,1,0,0,1,0,95000.0
3591,27.0,1.0,0,1,0,0,1,0,0,32000.0
3592,33.0,5.0,1,0,0,0,0,1,0,70000.0
3593,42.0,12.0,0,0,1,0,1,0,0,120000.0
3594,29.0,4.0,0,0,1,0,0,1,0,70000.0
3595,36.0,7.0,0,0,1,0,1,0,0,85000.0
3596,30.0,2.0,0,1,0,0,0,1,0,33000.0
3597,43.0,15.0,0,0,0,1,1,0,0,150000.0
3598,34.0,3.0,1,0,0,0,0,1,0,50000.0
3599,25.0,1.0,0,0,1,0,1,0,0,32000.0
3600,37.0,11.0,0,0,0,1,0,1,0,115000.0
3601,24.0,1.0,1,0,0,0,1,0,0,40000.0
3602,39.0,10.0,0,0,1,0,0,1,0,105000.0
3603,31.0,2.0,0,1,0,0,0,1,0,35000.0
3604,44.0,13.0,0,0,0,1,1,0,0,135000.0
3605,28.0,4.0,1,0,0,0,0,1,0,65000.0
3606,32.0,6.0,0,0,1,0,1,0,0,80000.0
3607,45.0,14.0,0,0,0,1,0,1,0,140000.0
3608,26.0,2.0,1,0,0,0,1,0,0,45000.0
3609,38.0,8.0,0,0,1,0,0,1,0,95000.0
3610,27.0,1.0,0,1,0,0,1,0,0,32000.0
3611,33.0,5.0,1,0,0,0,0,1,0,70000.0
3612,42.0,12.0,0,0,1,0,1,0,0,120000.0
3613,29.0,4.0,0,0,1,0,0,1,0,70000.0
3614,36.0,7.0,0,0,1,0,1,0,0,85000.0
3615,30.0,2.0,0,1,0,0,0,1,0,33000.0
3616,43.0,15.0,0,0,0,1,1,0,0,150000.0
3617,34.0,3.0,1,0,0,0,0,1,0,50000.0
3618,25.0,1.0,0,0,1,0,1,0,0,32000.0
3619,37.0,11.0,0,0,0,1,0,1,0,115000.0
3620,24.0,1.0,1,0,0,0,1,0,0,40000.0
3621,39.0,10.0,0,0,1,0,0,1,0,105000.0
3622,31.0,2.0,0,1,0,0,0,1,0,35000.0
3623,44.0,13.0,0,0,0,1,1,0,0,135000.0
3624,28.0,4.0,1,0,0,0,0,1,0,65000.0
3625,32.0,6.0,0,0,1,0,1,0,0,80000.0
3626,45.0,14.0,0,0,0,1,0,1,0,140000.0
3627,26.0,2.0,1,0,0,0,1,0,0,45000.0
3628,38.0,8.0,0,0,1,0,0,1,0,95000.0
3629,27.0,1.0,0,1,0,0,1,0,0,32000.0
3630,33.0,5.0,1,0,0,0,0,1,0,70000.0
3631,42.0,12.0,0,0,1,0,1,0,0,120000.0
3632,29.0,4.0,0,0,1,0,0,1,0,70000.0
3633,36.0,7.0,0,0,1,0,1,0,0,85000.0
3634,30.0,2.0,0,1,0,0,0,1,0,33000.0
3635,43.0,15.0,0,0,0,1,1,0,0,150000.0
3636,34.0,3.0,1,0,0,0,0,1,0,50000.0
3637,25.0,1.0,0,0,1,0,1,0,0,32000.0
3638,37.0,11.0,0,0,0,1,0,1,0,115000.0
3639,28.0,3.0,1,0,0,0,0,1,0,60000.0
3640,37.0,9.0,0,0,1,0,1,0,0,100000.0
3641,43.0,15.0,0,0,0,1,0,1,0,150000.0
3642,31.0,4.0,1,0,0,0,1,0,0,55000.0
3643,24.0,1.0,0,1,0,0,0,1,0,30000.0
3644,29.0,5.0,0,0,1,0,1,0,0,70000.0
3645,35.0,8.0,1,0,0,0,0,1,0,90000.0
3646,26.0,2.0,0,0,1,0,1,0,0,40000.0
3647,42.0,12.0,0,0,0,1,0,1,0,130000.0
3648,34.0,6.0,1,0,0,0,1,0,0,75000.0
3649,27.0,2.0,0,1,0,0,0,1,0,35000.0
3650,38.0,10.0,0,0,1,0,1,0,0,110000.0
3651,30.0,4.0,1,0,0,0,0,1,0,65000.0
3652,45.0,18.0,0,0,0,1,0,1,0,180000.0
3653,25.0,1.0,1,0,0,0,1,0,0,35000.0
3654,40.0,11.0,0,0,1,0,1,0,0,120000.0
3655,33.0,6.0,1,0,0,0,0,1,0,75000.0
3656,29.0,1.0,0,1,0,0,1,0,0,30000.0
3657,44.0,16.0,0,0,0,1,0,1,0,160000.0
3658,26.0,3.0,1,0,0,0,0,1,0,60000.0
3659,36.0,8.0,0,0,1,0,1,0,0,85000.0
3660,31.0,5.0,1,0,0,0,0,1,0,70000.0
3661,27.0,3.0,0,0,1,0,1,0,0,50000.0
3662,42.0,13.0,0,0,0,1,0,1,0,140000.0
3663,34.0,6.0,1,0,0,0,1,0,0,75000.0
3664,28.0,2.0,0,1,0,0,0,1,0,35000.0
3665,39.0,10.0,0,0,1,0,1,0,0,110000.0
3666,31.0,4.0,1,0,0,0,0,1,0,65000.0
3667,45.0,18.0,0,0,0,1,0,1,0,180000.0
3668,25.0,1.0,1,0,0,0,1,0,0,35000.0
3669,40.0,11.0,0,0,1,0,1,0,0,120000.0
3670,33.0,6.0,1,0,0,0,0,1,0,75000.0
3671,29.0,1.0,0,1,0,0,1,0,0,30000.0
3672,44.0,16.0,0,0,0,1,0,1,0,160000.0
3673,26.0,3.0,1,0,0,0,0,1,0,60000.0
3674,36.0,8.0,0,0,1,0,1,0,0,85000.0
3675,31.0,5.0,1,0,0,0,0,1,0,70000.0
3676,27.0,3.0,0,0,1,0,1,0,0,50000.0
3677,42.0,13.0,0,0,0,1,0,1,0,140000.0
3678,34.0,6.0,1,0,0,0,1,0,0,75000.0
3679,28.0,2.0,0,1,0,0,0,1,0,35000.0
3680,39.0,10.0,0,0,1,0,1,0,0,110000.0
3681,31.0,4.0,1,0,0,0,0,1,0,65000.0
3682,45.0,18.0,0,0,0,1,0,1,0,180000.0
3683,25.0,1.0,1,0,0,0,1,0,0,35000.0
3684,40.0,11.0,0,0,1,0,1,0,0,120000.0
3685,33.0,6.0,1,0,0,0,0,1,0,75000.0
3686,29.0,1.0,0,1,0,0,1,0,0,30000.0
3687,44.0,16.0,0,0,0,1,0,1,0,160000.0
3688,26.0,3.0,1,0,0,0,0,1,0,60000.0
3689,36.0,8.0,0,0,1,0,1,0,0,85000.0
3690,31.0,5.0,1,0,0,0,0,1,0,70000.0
3691,27.0,3.0,0,0,1,0,1,0,0,50000.0
3692,42.0,13.0,0,0,0,1,0,1,0,140000.0
3693,34.0,6.0,1,0,0,0,1,0,0,75000.0
3694,28.0,2.0,0,1,0,0,0,1,0,35000.0
3695,39.0,10.0,0,0,1,0,1,0,0,110000.0
3696,31.0,4.0,1,0,0,0,0,1,0,65000.0
3697,45.0,18.0,0,0,0,1,0,1,0,180000.0
3698,25.0,1.0,1,0,0,0,1,0,0,35000.0
3699,40.0,11.0,0,0,1,0,1,0,0,120000.0
3700,33.0,6.0,1,0,0,0,0,1,0,75000.0
3701,29.0,1.0,0,1,0,0,1,0,0,30000.0
3702,44.0,16.0,0,0,0,1,0,1,0,160000.0
3703,26.0,3.0,1,0,0,0,0,1,0,60000.0
3704,36.0,8.0,0,0,1,0,1,0,0,85000.0
3705,31.0,5.0,1,0,0,0,0,1,0,70000.0
3706,27.0,3.0,0,0,1,0,1,0,0,50000.0
3707,42.0,13.0,0,0,0,1,0,1,0,140000.0
3708,34.0,6.0,1,0,0,0,1,0,0,75000.0
3709,28.0,2.0,0,1,0,0,0,1,0,35000.0
3710,39.0,10.0,0,0,1,0,1,0,0,110000.0
3711,31.0,4.0,1,0,0,0,0,1,0,65000.0
3712,45.0,18.0,0,0,0,1,0,1,0,180000.0
3713,25.0,1.0,1,0,0,0,1,0,0,35000.0
3714,40.0,11.0,0,0,1,0,1,0,0,120000.0
3715,33.0,6.0,1,0,0,0,0,1,0,75000.0
3716,29.0,1.0,0,1,0,0,1,0,0,30000.0
3717,44.0,16.0,0,0,0,1,0,1,0,160000.0
3718,26.0,3.0,1,0,0,0,0,1,0,60000.0
3719,36.0,8.0,0,0,1,0,1,0,0,85000.0
3720,31.0,5.0,1,0,0,0,0,1,0,70000.0
3721,27.0,3.0,0,0,1,0,1,0,0,50000.0
3722,42.0,13.0,0,0,0,1,0,1,0,140000.0
3723,34.0,6.0,1,0,0,0,1,0,0,75000.0
3724,28.0,2.0,0,1,0,0,0,1,0,35000.0
3725,39.0,10.0,0,0,1,0,1,0,0,110000.0
3726,31.0,4.0,1,0,0,0,0,1,0,65000.0
3727,45.0,18.0,0,0,0,1,0,1,0,180000.0
3728,25.0,1.0,1,0,0,0,1,0,0,35000.0
3729,40.0,11.0,0,0,1,0,1,0,0,120000.0
3730,33.0,6.0,1,0,0,0,0,1,0,75000.0
3731,29.0,1.0,0,1,0,0,1,0,0,30000.0
3732,44.0,16.0,0,0,0,1,0,1,0,160000.0
3733,26.0,3.0,1,0,0,0,0,1,0,60000.0
3734,36.0,8.0,0,0,1,0,1,0,0,85000.0
3735,31.0,5.0,1,0,0,0,0,1,0,70000.0
3736,27.0,3.0,0,0,1,0,1,0,0,50000.0
3737,42.0,13.0,0,0,0,1,0,1,0,140000.0
3738,34.0,6.0,1,0,0,0,1,0,0,75000.0
3739,28.0,2.0,0,1,0,0,0,1,0,35000.0
3740,39.0,10.0,0,0,1,0,1,0,0,110000.0
3741,31.0,4.0,1,0,0,0,0,1,0,65000.0
3742,45.0,18.0,0,0,0,1,0,1,0,180000.0
3743,25.0,1.0,1,0,0,0,1,0,0,35000.0
3744,40.0,11.0,0,0,1,0,1,0,0,120000.0
3745,33.0,6.0,1,0,0,0,0,1,0,75000.0
3746,29.0,1.0,0,1,0,0,1,0,0,30000.0
3747,44.0,16.0,0,0,0,1,0,1,0,160000.0
3748,26.0,3.0,1,0,0,0,0,1,0,60000.0
3749,36.0,8.0,0,0,1,0,1,0,0,85000.0
3750,31.0,5.0,1,0,0,0,0,1,0,70000.0
3751,27.0,3.0,0,0,1,0,1,0,0,50000.0
3752,42.0,13.0,0,0,0,1,0,1,0,140000.0
3753,34.0,6.0,1,0,0,0,1,0,0,75000.0
3754,28.0,2.0,0,1,0,0,0,1,0,35000.0
3755,39.0,10.0,0,0,1,0,1,0,0,110000.0
3756,31.0,4.0,1,0,0,0,0,1,0,65000.0
3757,45.0,18.0,0,0,0,1,0,1,0,180000.0
3758,25.0,1.0,1,0,0,0,1,0,0,35000.0
3759,40.0,11.0,0,0,1,0,1,0,0,120000.0
3760,33.0,6.0,1,0,0,0,0,1,0,75000.0
3761,29.0,1.0,0,1,0,0,1,0,0,30000.0
3762,44.0,16.0,0,0,0,1,0,1,0,160000.0
3763,26.0,3.0,1,0,0,0,0,1,0,60000.0
3764,27.0,3.0,1,0,0,0,0,1,0,60000.0
3765,38.0,9.0,0,0,1,0,1,0,0,100000.0
3766,44.0,15.0,0,0,0,1,0,1,0,150000.0
3767,30.0,4.0,1,0,0,0,1,0,0,55000.0
3768,23.0,1.0,0,1,0,0,0,1,0,30000.0
3769,28.0,5.0,0,0,1,0,1,0,0,70000.0
3770,34.0,8.0,1,0,0,0,0,1,0,90000.0
3771,25.0,2.0,0,0,1,0,1,0,0,40000.0
3772,41.0,12.0,0,0,0,1,0,1,0,130000.0
3773,33.0,6.0,1,0,0,0,1,0,0,75000.0
3774,26.0,2.0,0,1,0,0,0,1,0,35000.0
3775,37.0,10.0,0,0,1,0,1,0,0,110000.0
3776,29.0,4.0,1,0,0,0,0,1,0,65000.0
3777,46.0,18.0,0,0,0,1,0,1,0,180000.0
3778,26.0,1.0,1,0,0,0,1,0,0,35000.0
3779,39.0,11.0,0,0,1,0,1,0,0,120000.0
3780,32.0,6.0,1,0,0,0,0,1,0,75000.0
3781,28.0,1.0,0,1,0,0,1,0,0,30000.0
3782,43.0,16.0,0,0,0,1,0,1,0,160000.0
3783,27.0,3.0,1,0,0,0,0,1,0,60000.0
3784,35.0,8.0,0,0,1,0,1,0,0,85000.0
3785,30.0,5.0,1,0,0,0,0,1,0,70000.0
3786,26.0,3.0,0,0,1,0,1,0,0,50000.0
3787,41.0,13.0,0,0,0,1,0,1,0,140000.0
3788,33.0,6.0,1,0,0,0,1,0,0,75000.0
3789,27.0,2.0,0,1,0,0,0,1,0,35000.0
3790,38.0,10.0,0,0,1,0,1,0,0,110000.0
3791,29.0,4.0,1,0,0,0,0,1,0,65000.0
3792,46.0,18.0,0,0,0,1,0,1,0,180000.0
3793,26.0,1.0,1,0,0,0,1,0,0,35000.0
3794,39.0,11.0,0,0,1,0,1,0,0,120000.0
3795,32.0,6.0,1,0,0,0,0,1,0,75000.0
3796,28.0,1.0,0,1,0,0,1,0,0,30000.0
3797,43.0,16.0,0,0,0,1,0,1,0,160000.0
3798,27.0,3.0,1,0,0,0,0,1,0,60000.0
3799,35.0,8.0,0,0,1,0,1,0,0,85000.0
3800,30.0,5.0,1,0,0,0,0,1,0,70000.0
3801,26.0,3.0,0,0,1,0,1,0,0,50000.0
3802,41.0,13.0,0,0,0,1,0,1,0,140000.0
3803,33.0,6.0,1,0,0,0,1,0,0,75000.0
3804,27.0,2.0,0,1,0,0,0,1,0,35000.0
3805,38.0,10.0,0,0,1,0,1,0,0,110000.0
3806,29.0,4.0,1,0,0,0,0,1,0,65000.0
3807,46.0,18.0,0,0,0,1,0,1,0,180000.0
3808,26.0,1.0,1,0,0,0,1,0,0,35000.0
3809,39.0,11.0,0,0,1,0,1,0,0,120000.0
3810,32.0,6.0,1,0,0,0,0,1,0,75000.0
3811,28.0,1.0,0,1,0,0,1,0,0,30000.0
3812,43.0,16.0,0,0,0,1,0,1,0,160000.0
3813,27.0,3.0,1,0,0,0,0,1,0,60000.0
3814,35.0,8.0,0,0,1,0,1,0,0,85000.0
3815,30.0,5.0,1,0,0,0,0,1,0,70000.0
3816,26.0,3.0,0,0,1,0,1,0,0,50000.0
3817,41.0,13.0,0,0,0,1,0,1,0,140000.0
3818,33.0,6.0,1,0,0,0,1,0,0,75000.0
3819,27.0,2.0,0,1,0,0,0,1,0,35000.0
3820,38.0,10.0,0,0,1,0,1,0,0,110000.0
3821,29.0,4.0,1,0,0,0,0,1,0,65000.0
3822,46.0,18.0,0,0,0,1,0,1,0,180000.0
3823,26.0,1.0,1,0,0,0,1,0,0,35000.0
3824,39.0,11.0,0,0,1,0,1,0,0,120000.0
3825,32.0,6.0,1,0,0,0,0,1,0,75000.0
3826,28.0,1.0,0,1,0,0,1,0,0,30000.0
3827,43.0,16.0,0,0,0,1,0,1,0,160000.0
3828,27.0,3.0,1,0,0,0,0,1,0,60000.0
3829,35.0,8.0,0,0,1,0,1,0,0,85000.0
3830,30.0,5.0,1,0,0,0,0,1,0,70000.0
3831,26.0,3.0,0,0,1,0,1,0,0,50000.0
3832,41.0,13.0,0,0,0,1,0,1,0,140000.0
3833,33.0,6.0,1,0,0,0,1,0,0,75000.0
3834,27.0,2.0,0,1,0,0,0,1,0,35000.0
3835,38.0,10.0,0,0,1,0,1,0,0,110000.0
3836,29.0,4.0,1,0,0,0,0,1,0,65000.0
3837,46.0,18.0,0,0,0,1,0,1,0,180000.0
3838,26.0,1.0,1,0,0,0,1,0,0,35000.0
3839,39.0,11.0,0,0,1,0,1,0,0,120000.0
3840,32.0,6.0,1,0,0,0,0,1,0,75000.0
3841,28.0,1.0,0,1,0,0,1,0,0,30000.0
3842,43.0,16.0,0,0,0,1,0,1,0,160000.0
3843,27.0,3.0,1,0,0,0,0,1,0,60000.0
3844,35.0,8.0,0,0,1,0,1,0,0,85000.0
3845,30.0,5.0,1,0,0,0,0,1,0,70000.0
3846,26.0,3.0,0,0,1,0,1,0,0,50000.0
3847,41.0,13.0,0,0,0,1,0,1,0,140000.0
3848,33.0,6.0,1,0,0,0,1,0,0,75000.0
3849,27.0,2.0,0,1,0,0,0,1,0,35000.0
3850,38.0,10.0,0,0,1,0,1,0,0,110000.0
3851,29.0,4.0,1,0,0,0,0,1,0,65000.0
3852,46.0,18.0,0,0,0,1,0,1,0,180000.0
3853,26.0,1.0,1,0,0,0,1,0,0,35000.0
3854,39.0,11.0,0,0,1,0,1,0,0,120000.0
3855,32.0,6.0,1,0,0,0,0,1,0,75000.0
3856,28.0,1.0,0,1,0,0,1,0,0,30000.0
3857,43.0,16.0,0,0,0,1,0,1,0,160000.0
3858,27.0,3.0,1,0,0,0,0,1,0,60000.0
3859,35.0,8.0,0,0,1,0,1,0,0,85000.0
3860,30.0,5.0,1,0,0,0,0,1,0,70000.0
3861,26.0,3.0,0,0,1,0,1,0,0,50000.0
3862,41.0,13.0,0,0,0,1,0,1,0,140000.0
3863,33.0,6.0,1,0,0,0,1,0,0,75000.0
3864,27.0,2.0,0,1,0,0,0,1,0,35000.0
3865,38.0,10.0,0,0,1,0,1,0,0,110000.0
3866,29.0,4.0,1,0,0,0,0,1,0,65000.0
3867,46.0,18.0,0,0,0,1,0,1,0,180000.0
3868,26.0,1.0,1,0,0,0,1,0,0,35000.0
3869,39.0,11.0,0,0,1,0,1,0,0,120000.0
3870,32.0,6.0,1,0,0,0,0,1,0,75000.0
3871,28.0,1.0,0,1,0,0,1,0,0,30000.0
3872,43.0,16.0,0,0,0,1,0,1,0,160000.0
3873,27.0,3.0,1,0,0,0,0,1,0,60000.0
3874,35.0,8.0,0,0,1,0,1,0,0,85000.0
3875,30.0,5.0,1,0,0,0,0,1,0,70000.0
3876,26.0,3.0,0,0,1,0,1,0,0,50000.0
3877,41.0,13.0,0,0,0,1,0,1,0,140000.0
3878,33.0,6.0,1,0,0,0,1,0,0,75000.0
3879,27.0,2.0,0,1,0,0,0,1,0,35000.0
3880,38.0,10.0,0,0,1,0,1,0,0,110000.0
3881,29.0,4.0,1,0,0,0,0,1,0,65000.0
3882,46.0,18.0,0,0,0,1,0,1,0,180000.0
3883,26.0,1.0,1,0,0,0,1,0,0,35000.0
3884,39.0,11.0,0,0,1,0,1,0,0,120000.0
3885,32.0,6.0,1,0,0,0,0,1,0,75000.0
3886,28.0,1.0,0,1,0,0,1,0,0,30000.0
3887,43.0,16.0,0,0,0,1,0,1,0,160000.0
3888,27.0,3.0,1,0,0,0,0,1,0,60000.0
3889,24.0,2.0,1,0,0,0,0,1,0,55000.0
3890,32.0,7.0,0,0,1,0,1,0,0,90000.0
3891,45.0,16.0,0,0,0,1,0,1,0,160000.0
3892,28.0,4.0,1,0,0,0,1,0,0,60000.0
3893,22.0,1.0,0,1,0,0,0,1,0,25000.0
3894,29.0,5.0,0,0,1,0,1,0,0,70000.0
3895,36.0,8.0,1,0,0,0,0,1,0,100000.0
3896,27.0,3.0,1,0,0,0,1,0,0,45000.0
3897,42.0,14.0,0,0,0,1,0,1,0,140000.0
3898,34.0,6.0,1,0,0,0,1,0,0,75000.0
3899,25.0,2.0,0,1,0,0,0,1,0,30000.0
3900,39.0,11.0,0,0,1,0,1,0,0,120000.0
3901,30.0,4.0,1,0,0,0,0,1,0,65000.0
3902,47.0,19.0,0,0,0,1,0,1,0,190000.0
3903,25.0,1.0,1,0,0,0,1,0,0,35000.0
3904,40.0,12.0,0,0,1,0,1,0,0,130000.0
3905,33.0,7.0,1,0,0,0,0,1,0,85000.0
3906,29.0,1.0,0,1,0,0,1,0,0,25000.0
3907,44.0,15.0,0,0,0,1,0,1,0,150000.0
3908,28.0,3.0,1,0,0,0,0,1,0,60000.0
3909,36.0,9.0,0,0,1,0,1,0,0,100000.0
3910,31.0,6.0,1,0,0,0,0,1,0,75000.0
3911,27.0,3.0,0,0,1,0,1,0,0,50000.0
3912,42.0,14.0,0,0,0,1,0,1,0,140000.0
3913,34.0,6.0,1,0,0,0,1,0,0,75000.0
3914,26.0,2.0,0,1,0,0,0,1,0,30000.0
3915,39.0,11.0,0,0,1,0,1,0,0,120000.0
3916,30.0,4.0,1,0,0,0,0,1,0,65000.0
3917,47.0,19.0,0,0,0,1,0,1,0,190000.0
