,Unnamed: 0,Age,Gender,Education Level,Job Title,Years of Experience,Salary
3544,3544,23.0,Female,Bachelor,Junior Web Developer,1.0,40000.0
3545,3545,39.0,Male,Master,Senior HR Generalist,10.0,105000.0
3546,3546,31.0,Male,High_School,Junior HR Generalist,2.0,35000.0
3547,3547,44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0
3548,3548,28.0,Male,Master,Web Developer,3.0,55000.0
3549,3549,32.0,Female,Bachelor,Junior Web Developer,2.0,45000.0
3550,3550,45.0,Male,Master,Director of HR,14.0,140000.0
3551,3551,26.0,Female,Bachelor,Web Developer,3.0,55000.0
3552,3552,38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0
3553,3553,27.0,Female,Master,Senior HR Generalist,4.0,70000.0
3554,3554,33.0,Male,High_School,Junior HR Coordinator,3.0,38000.0
3555,3555,42.0,Female,Master,Director of HR,13.0,135000.0
3556,3556,29.0,Male,Bachelor,Junior Web Developer,2.0,45000.0
3557,3557,36.0,Female,Master,Web Developer,7.0,85000.0
3558,3558,30.0,Male,High_School,Junior HR Generalist,1.0,32000.0
3559,3559,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
3560,3560,34.0,Male,Bachelor,Web Developer,4.0,65000.0
3561,3561,25.0,Female,Master,Junior HR Generalist,1.0,32000.0
3562,3562,37.0,Male,PhD,Director of HR,12.0,120000.0
3563,3563,24.0,Female,Bachelor,Junior Web Developer,1.0,40000.0
3564,3564,39.0,Male,Master,Senior HR Generalist,9.0,95000.0
3565,3565,31.0,Male,High_School,Junior HR Generalist,2.0,35000.0
3566,3566,44.0,Female,PhD,Director of HR,14.0,140000.0
3567,3567,28.0,Male,Bachelor,Web Developer,3.0,55000.0
3568,3568,32.0,Female,Master,Senior Human Resources Manager,6.0,80000.0
3569,3569,45.0,Male,PhD,Director of HR,13.0,135000.0
3570,3570,26.0,Female,Bachelor,Junior Web Developer,2.0,45000.0
3571,3571,38.0,Male,Master,Senior HR Generalist,8.0,95000.0
3572,3572,27.0,Female,High_School,Junior HR Generalist,1.0,32000.0
3573,3573,33.0,Male,Bachelor,Web Developer,5.0,70000.0
3574,3574,42.0,Female,Master,Director of HR,12.0,120000.0
3575,3575,29.0,Male,Master,Senior Human Resources Manager,4.0,70000.0
3576,3576,36.0,Female,Master,Web Developer,7.0,85000.0
3577,3577,30.0,Male,High_School,Junior HR Coordinator,2.0,33000.0
3578,3578,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
3579,3579,34.0,Male,Bachelor,Junior Web Developer,3.0,50000.0
3580,3580,25.0,Female,Master,Junior HR Generalist,1.0,32000.0
3581,3581,37.0,Male,PhD,Director of HR,11.0,115000.0
3582,3582,24.0,Female,Bachelor,Web Developer,1.0,40000.0
3583,3583,39.0,Male,Master,Senior HR Generalist,10.0,105000.0
3584,3584,31.0,Male,High_School,Junior HR Generalist,2.0,35000.0
3585,3585,44.0,Female,PhD,Director of HR,13.0,135000.0
3586,3586,28.0,Male,Bachelor,Web Developer,4.0,65000.0
3587,3587,32.0,Female,Master,Senior Human Resources Manager,6.0,80000.0
3588,3588,45.0,Male,PhD,Director of HR,14.0,140000.0
3589,3589,26.0,Female,Bachelor,Junior Web Developer,2.0,45000.0
3590,3590,38.0,Male,Master,Senior HR Generalist,8.0,95000.0
3591,3591,27.0,Female,High_School,Junior HR Generalist,1.0,32000.0
3592,3592,33.0,Male,Bachelor,Web Developer,5.0,70000.0
3593,3593,42.0,Female,Master,Director of HR,12.0,120000.0
3594,3594,29.0,Male,Master,Senior Human Resources Manager,4.0,70000.0
3595,3595,36.0,Female,Master,Web Developer,7.0,85000.0
3596,3596,30.0,Male,High_School,Junior HR Coordinator,2.0,33000.0
3597,3597,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
3598,3598,34.0,Male,Bachelor,Junior Web Developer,3.0,50000.0
3599,3599,25.0,Female,Master,Junior HR Generalist,1.0,32000.0
3600,3600,37.0,Male,PhD,Director of HR,11.0,115000.0
3601,3601,24.0,Female,Bachelor,Web Developer,1.0,40000.0
3602,3602,39.0,Male,Master,Senior HR Generalist,10.0,105000.0
3603,3603,31.0,Male,High_School,Junior HR Generalist,2.0,35000.0
3604,3604,44.0,Female,PhD,Director of HR,13.0,135000.0
3605,3605,28.0,Male,Bachelor,Web Developer,4.0,65000.0
3606,3606,32.0,Female,Master,Senior Human Resources Manager,6.0,80000.0
3607,3607,45.0,Male,PhD,Director of HR,14.0,140000.0
3608,3608,26.0,Female,Bachelor,Junior Web Developer,2.0,45000.0
3609,3609,38.0,Male,Master,Senior HR Generalist,8.0,95000.0
3610,3610,27.0,Female,High_School,Junior HR Generalist,1.0,32000.0
3611,3611,33.0,Male,Bachelor,Web Developer,5.0,70000.0
3612,3612,42.0,Female,Master,Director of HR,12.0,120000.0
3613,3613,29.0,Male,Master,Senior Human Resources Manager,4.0,70000.0
3614,3614,36.0,Female,Master,Web Developer,7.0,85000.0
3615,3615,30.0,Male,High_School,Junior HR Coordinator,2.0,33000.0
3616,3616,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
3617,3617,34.0,Male,Bachelor,Junior Web Developer,3.0,50000.0
3618,3618,25.0,Female,Master,Junior HR Generalist,1.0,32000.0
3619,3619,37.0,Male,PhD,Director of HR,11.0,115000.0
3620,3620,24.0,Female,Bachelor,Web Developer,1.0,40000.0
3621,3621,39.0,Male,Master,Senior HR Generalist,10.0,105000.0
3622,3622,31.0,Male,High_School,Junior HR Generalist,2.0,35000.0
3623,3623,44.0,Female,PhD,Director of HR,13.0,135000.0
3624,3624,28.0,Male,Bachelor,Web Developer,4.0,65000.0
3625,3625,32.0,Female,Master,Senior Human Resources Manager,6.0,80000.0
3626,3626,45.0,Male,PhD,Director of HR,14.0,140000.0
3627,3627,26.0,Female,Bachelor,Junior Web Developer,2.0,45000.0
3628,3628,38.0,Male,Master,Senior HR Generalist,8.0,95000.0
3629,3629,27.0,Female,High_School,Junior HR Generalist,1.0,32000.0
3630,3630,33.0,Male,Bachelor,Web Developer,5.0,70000.0
3631,3631,42.0,Female,Master,Director of HR,12.0,120000.0
3632,3632,29.0,Male,Master,Senior Human Resources Manager,4.0,70000.0
3633,3633,36.0,Female,Master,Web Developer,7.0,85000.0
3634,3634,30.0,Male,High_School,Junior HR Coordinator,2.0,33000.0
3635,3635,43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0
3636,3636,34.0,Male,Bachelor,Junior Web Developer,3.0,50000.0
3637,3637,25.0,Female,Master,Junior HR Generalist,1.0,32000.0
3638,3638,37.0,Male,PhD,Director of HR,11.0,115000.0
3639,3639,28.0,Male,Bachelor,Software Engineer,3.0,60000.0
3640,3640,37.0,Female,Master,Marketing Manager,9.0,100000.0
3641,3641,43.0,Male,PhD,Data Scientist,15.0,150000.0
3642,3642,31.0,Female,Bachelor,Human Resources Coordinator,4.0,55000.0
3643,3643,24.0,Male,High_School,Junior Sales Associate,1.0,30000.0
3644,3644,29.0,Female,Master,Software Developer,5.0,70000.0
3645,3645,35.0,Male,Bachelor,Operations Manager,8.0,90000.0
3646,3646,26.0,Female,Master,Marketing Coordinator,2.0,40000.0
3647,3647,42.0,Male,PhD,Data Scientist,12.0,130000.0
3648,3648,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3649,3649,27.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3650,3650,38.0,Female,Master,Marketing Manager,10.0,110000.0
3651,3651,30.0,Male,Bachelor,Software Engineer,4.0,65000.0
3652,3652,45.0,Male,PhD,Data Scientist,18.0,180000.0
3653,3653,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3654,3654,40.0,Female,Master,Human Resources Manager,11.0,120000.0
3655,3655,33.0,Male,Bachelor,Operations Manager,6.0,75000.0
3656,3656,29.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3657,3657,44.0,Male,PhD,Data Scientist,16.0,160000.0
3658,3658,26.0,Male,Bachelor,Software Developer,3.0,60000.0
3659,3659,36.0,Female,Master,Marketing Coordinator,8.0,85000.0
3660,3660,31.0,Male,Bachelor,Operations Manager,5.0,70000.0
3661,3661,27.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3662,3662,42.0,Male,PhD,Data Scientist,13.0,140000.0
3663,3663,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3664,3664,28.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3665,3665,39.0,Female,Master,Marketing Manager,10.0,110000.0
3666,3666,31.0,Male,Bachelor,Software Engineer,4.0,65000.0
3667,3667,45.0,Male,PhD,Data Scientist,18.0,180000.0
3668,3668,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3669,3669,40.0,Female,Master,Human Resources Manager,11.0,120000.0
3670,3670,33.0,Male,Bachelor,Operations Manager,6.0,75000.0
3671,3671,29.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3672,3672,44.0,Male,PhD,Data Scientist,16.0,160000.0
3673,3673,26.0,Male,Bachelor,Software Developer,3.0,60000.0
3674,3674,36.0,Female,Master,Marketing Coordinator,8.0,85000.0
3675,3675,31.0,Male,Bachelor,Operations Manager,5.0,70000.0
3676,3676,27.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3677,3677,42.0,Male,PhD,Data Scientist,13.0,140000.0
3678,3678,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3679,3679,28.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3680,3680,39.0,Female,Master,Marketing Manager,10.0,110000.0
3681,3681,31.0,Male,Bachelor,Software Engineer,4.0,65000.0
3682,3682,45.0,Male,PhD,Data Scientist,18.0,180000.0
3683,3683,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3684,3684,40.0,Female,Master,Human Resources Manager,11.0,120000.0
3685,3685,33.0,Male,Bachelor,Operations Manager,6.0,75000.0
3686,3686,29.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3687,3687,44.0,Male,PhD,Data Scientist,16.0,160000.0
3688,3688,26.0,Male,Bachelor,Software Developer,3.0,60000.0
3689,3689,36.0,Female,Master,Marketing Coordinator,8.0,85000.0
3690,3690,31.0,Male,Bachelor,Operations Manager,5.0,70000.0
3691,3691,27.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3692,3692,42.0,Male,PhD,Data Scientist,13.0,140000.0
3693,3693,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3694,3694,28.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3695,3695,39.0,Female,Master,Marketing Manager,10.0,110000.0
3696,3696,31.0,Male,Bachelor,Software Engineer,4.0,65000.0
3697,3697,45.0,Male,PhD,Data Scientist,18.0,180000.0
3698,3698,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3699,3699,40.0,Female,Master,Human Resources Manager,11.0,120000.0
3700,3700,33.0,Male,Bachelor,Operations Manager,6.0,75000.0
3701,3701,29.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3702,3702,44.0,Male,PhD,Data Scientist,16.0,160000.0
3703,3703,26.0,Male,Bachelor,Software Developer,3.0,60000.0
3704,3704,36.0,Female,Master,Marketing Coordinator,8.0,85000.0
3705,3705,31.0,Male,Bachelor,Operations Manager,5.0,70000.0
3706,3706,27.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3707,3707,42.0,Male,PhD,Data Scientist,13.0,140000.0
3708,3708,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3709,3709,28.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3710,3710,39.0,Female,Master,Marketing Manager,10.0,110000.0
3711,3711,31.0,Male,Bachelor,Software Engineer,4.0,65000.0
3712,3712,45.0,Male,PhD,Data Scientist,18.0,180000.0
3713,3713,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3714,3714,40.0,Female,Master,Human Resources Manager,11.0,120000.0
3715,3715,33.0,Male,Bachelor,Operations Manager,6.0,75000.0
3716,3716,29.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3717,3717,44.0,Male,PhD,Data Scientist,16.0,160000.0
3718,3718,26.0,Male,Bachelor,Software Developer,3.0,60000.0
3719,3719,36.0,Female,Master,Marketing Coordinator,8.0,85000.0
3720,3720,31.0,Male,Bachelor,Operations Manager,5.0,70000.0
3721,3721,27.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3722,3722,42.0,Male,PhD,Data Scientist,13.0,140000.0
3723,3723,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3724,3724,28.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3725,3725,39.0,Female,Master,Marketing Manager,10.0,110000.0
3726,3726,31.0,Male,Bachelor,Software Engineer,4.0,65000.0
3727,3727,45.0,Male,PhD,Data Scientist,18.0,180000.0
3728,3728,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3729,3729,40.0,Female,Master,Human Resources Manager,11.0,120000.0
3730,3730,33.0,Male,Bachelor,Operations Manager,6.0,75000.0
3731,3731,29.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3732,3732,44.0,Male,PhD,Data Scientist,16.0,160000.0
3733,3733,26.0,Male,Bachelor,Software Developer,3.0,60000.0
3734,3734,36.0,Female,Master,Marketing Coordinator,8.0,85000.0
3735,3735,31.0,Male,Bachelor,Operations Manager,5.0,70000.0
3736,3736,27.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3737,3737,42.0,Male,PhD,Data Scientist,13.0,140000.0
3738,3738,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3739,3739,28.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3740,3740,39.0,Female,Master,Marketing Manager,10.0,110000.0
3741,3741,31.0,Male,Bachelor,Software Engineer,4.0,65000.0
3742,3742,45.0,Male,PhD,Data Scientist,18.0,180000.0
3743,3743,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3744,3744,40.0,Female,Master,Human Resources Manager,11.0,120000.0
3745,3745,33.0,Male,Bachelor,Operations Manager,6.0,75000.0
3746,3746,29.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3747,3747,44.0,Male,PhD,Data Scientist,16.0,160000.0
3748,3748,26.0,Male,Bachelor,Software Developer,3.0,60000.0
3749,3749,36.0,Female,Master,Marketing Coordinator,8.0,85000.0
3750,3750,31.0,Male,Bachelor,Operations Manager,5.0,70000.0
3751,3751,27.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3752,3752,42.0,Male,PhD,Data Scientist,13.0,140000.0
3753,3753,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3754,3754,28.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3755,3755,39.0,Female,Master,Marketing Manager,10.0,110000.0
3756,3756,31.0,Male,Bachelor,Software Engineer,4.0,65000.0
3757,3757,45.0,Male,PhD,Data Scientist,18.0,180000.0
3758,3758,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3759,3759,40.0,Female,Master,Human Resources Manager,11.0,120000.0
3760,3760,33.0,Male,Bachelor,Operations Manager,6.0,75000.0
3761,3761,29.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3762,3762,44.0,Male,PhD,Data Scientist,16.0,160000.0
3763,3763,26.0,Male,Bachelor,Software Developer,3.0,60000.0
3764,3764,27.0,Male,Bachelor,Software Engineer,3.0,60000.0
3765,3765,38.0,Female,Master,Marketing Manager,9.0,100000.0
3766,3766,44.0,Male,PhD,Data Scientist,15.0,150000.0
3767,3767,30.0,Female,Bachelor,Human Resources Coordinator,4.0,55000.0
3768,3768,23.0,Male,High_School,Junior Sales Associate,1.0,30000.0
3769,3769,28.0,Female,Master,Software Developer,5.0,70000.0
3770,3770,34.0,Male,Bachelor,Operations Manager,8.0,90000.0
3771,3771,25.0,Female,Master,Marketing Coordinator,2.0,40000.0
3772,3772,41.0,Male,PhD,Data Scientist,12.0,130000.0
3773,3773,33.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3774,3774,26.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3775,3775,37.0,Female,Master,Marketing Manager,10.0,110000.0
3776,3776,29.0,Male,Bachelor,Software Engineer,4.0,65000.0
3777,3777,46.0,Male,PhD,Data Scientist,18.0,180000.0
3778,3778,26.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3779,3779,39.0,Female,Master,Human Resources Manager,11.0,120000.0
3780,3780,32.0,Male,Bachelor,Operations Manager,6.0,75000.0
3781,3781,28.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3782,3782,43.0,Male,PhD,Data Scientist,16.0,160000.0
3783,3783,27.0,Male,Bachelor,Software Developer,3.0,60000.0
3784,3784,35.0,Female,Master,Marketing Coordinator,8.0,85000.0
3785,3785,30.0,Male,Bachelor,Operations Manager,5.0,70000.0
3786,3786,26.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3787,3787,41.0,Male,PhD,Data Scientist,13.0,140000.0
3788,3788,33.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3789,3789,27.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3790,3790,38.0,Female,Master,Marketing Manager,10.0,110000.0
3791,3791,29.0,Male,Bachelor,Software Engineer,4.0,65000.0
3792,3792,46.0,Male,PhD,Data Scientist,18.0,180000.0
3793,3793,26.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3794,3794,39.0,Female,Master,Human Resources Manager,11.0,120000.0
3795,3795,32.0,Male,Bachelor,Operations Manager,6.0,75000.0
3796,3796,28.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3797,3797,43.0,Male,PhD,Data Scientist,16.0,160000.0
3798,3798,27.0,Male,Bachelor,Software Developer,3.0,60000.0
3799,3799,35.0,Female,Master,Marketing Coordinator,8.0,85000.0
3800,3800,30.0,Male,Bachelor,Operations Manager,5.0,70000.0
3801,3801,26.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3802,3802,41.0,Male,PhD,Data Scientist,13.0,140000.0
3803,3803,33.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3804,3804,27.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3805,3805,38.0,Female,Master,Marketing Manager,10.0,110000.0
3806,3806,29.0,Male,Bachelor,Software Engineer,4.0,65000.0
3807,3807,46.0,Male,PhD,Data Scientist,18.0,180000.0
3808,3808,26.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3809,3809,39.0,Female,Master,Human Resources Manager,11.0,120000.0
3810,3810,32.0,Male,Bachelor,Operations Manager,6.0,75000.0
3811,3811,28.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3812,3812,43.0,Male,PhD,Data Scientist,16.0,160000.0
3813,3813,27.0,Male,Bachelor,Software Developer,3.0,60000.0
3814,3814,35.0,Female,Master,Marketing Coordinator,8.0,85000.0
3815,3815,30.0,Male,Bachelor,Operations Manager,5.0,70000.0
3816,3816,26.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3817,3817,41.0,Male,PhD,Data Scientist,13.0,140000.0
3818,3818,33.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3819,3819,27.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3820,3820,38.0,Female,Master,Marketing Manager,10.0,110000.0
3821,3821,29.0,Male,Bachelor,Software Engineer,4.0,65000.0
3822,3822,46.0,Male,PhD,Data Scientist,18.0,180000.0
3823,3823,26.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3824,3824,39.0,Female,Master,Human Resources Manager,11.0,120000.0
3825,3825,32.0,Male,Bachelor,Operations Manager,6.0,75000.0
3826,3826,28.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3827,3827,43.0,Male,PhD,Data Scientist,16.0,160000.0
3828,3828,27.0,Male,Bachelor,Software Developer,3.0,60000.0
3829,3829,35.0,Female,Master,Marketing Coordinator,8.0,85000.0
3830,3830,30.0,Male,Bachelor,Operations Manager,5.0,70000.0
3831,3831,26.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3832,3832,41.0,Male,PhD,Data Scientist,13.0,140000.0
3833,3833,33.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3834,3834,27.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3835,3835,38.0,Female,Master,Marketing Manager,10.0,110000.0
3836,3836,29.0,Male,Bachelor,Software Engineer,4.0,65000.0
3837,3837,46.0,Male,PhD,Data Scientist,18.0,180000.0
3838,3838,26.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3839,3839,39.0,Female,Master,Human Resources Manager,11.0,120000.0
3840,3840,32.0,Male,Bachelor,Operations Manager,6.0,75000.0
3841,3841,28.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3842,3842,43.0,Male,PhD,Data Scientist,16.0,160000.0
3843,3843,27.0,Male,Bachelor,Software Developer,3.0,60000.0
3844,3844,35.0,Female,Master,Marketing Coordinator,8.0,85000.0
3845,3845,30.0,Male,Bachelor,Operations Manager,5.0,70000.0
3846,3846,26.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3847,3847,41.0,Male,PhD,Data Scientist,13.0,140000.0
3848,3848,33.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3849,3849,27.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3850,3850,38.0,Female,Master,Marketing Manager,10.0,110000.0
3851,3851,29.0,Male,Bachelor,Software Engineer,4.0,65000.0
3852,3852,46.0,Male,PhD,Data Scientist,18.0,180000.0
3853,3853,26.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3854,3854,39.0,Female,Master,Human Resources Manager,11.0,120000.0
3855,3855,32.0,Male,Bachelor,Operations Manager,6.0,75000.0
3856,3856,28.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3857,3857,43.0,Male,PhD,Data Scientist,16.0,160000.0
3858,3858,27.0,Male,Bachelor,Software Developer,3.0,60000.0
3859,3859,35.0,Female,Master,Marketing Coordinator,8.0,85000.0
3860,3860,30.0,Male,Bachelor,Operations Manager,5.0,70000.0
3861,3861,26.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3862,3862,41.0,Male,PhD,Data Scientist,13.0,140000.0
3863,3863,33.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3864,3864,27.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3865,3865,38.0,Female,Master,Marketing Manager,10.0,110000.0
3866,3866,29.0,Male,Bachelor,Software Engineer,4.0,65000.0
3867,3867,46.0,Male,PhD,Data Scientist,18.0,180000.0
3868,3868,26.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3869,3869,39.0,Female,Master,Human Resources Manager,11.0,120000.0
3870,3870,32.0,Male,Bachelor,Operations Manager,6.0,75000.0
3871,3871,28.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3872,3872,43.0,Male,PhD,Data Scientist,16.0,160000.0
3873,3873,27.0,Male,Bachelor,Software Developer,3.0,60000.0
3874,3874,35.0,Female,Master,Marketing Coordinator,8.0,85000.0
3875,3875,30.0,Male,Bachelor,Operations Manager,5.0,70000.0
3876,3876,26.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3877,3877,41.0,Male,PhD,Data Scientist,13.0,140000.0
3878,3878,33.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3879,3879,27.0,Male,High_School,Junior Sales Associate,2.0,35000.0
3880,3880,38.0,Female,Master,Marketing Manager,10.0,110000.0
3881,3881,29.0,Male,Bachelor,Software Engineer,4.0,65000.0
3882,3882,46.0,Male,PhD,Data Scientist,18.0,180000.0
3883,3883,26.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3884,3884,39.0,Female,Master,Human Resources Manager,11.0,120000.0
3885,3885,32.0,Male,Bachelor,Operations Manager,6.0,75000.0
3886,3886,28.0,Female,High_School,Junior Sales Associate,1.0,30000.0
3887,3887,43.0,Male,PhD,Data Scientist,16.0,160000.0
3888,3888,27.0,Male,Bachelor,Software Developer,3.0,60000.0
3889,3889,24.0,Male,Bachelor,Software Engineer,2.0,55000.0
3890,3890,32.0,Female,Master,Marketing Manager,7.0,90000.0
3891,3891,45.0,Male,PhD,Data Scientist,16.0,160000.0
3892,3892,28.0,Female,Bachelor,Human Resources Coordinator,4.0,60000.0
3893,3893,22.0,Male,High_School,Junior Sales Associate,1.0,25000.0
3894,3894,29.0,Female,Master,Software Developer,5.0,70000.0
3895,3895,36.0,Male,Bachelor,Operations Manager,8.0,100000.0
3896,3896,27.0,Female,Bachelor,Marketing Coordinator,3.0,45000.0
3897,3897,42.0,Male,PhD,Data Scientist,14.0,140000.0
3898,3898,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3899,3899,25.0,Male,High_School,Junior Sales Associate,2.0,30000.0
3900,3900,39.0,Female,Master,Marketing Manager,11.0,120000.0
3901,3901,30.0,Male,Bachelor,Software Engineer,4.0,65000.0
3902,3902,47.0,Male,PhD,Data Scientist,19.0,190000.0
3903,3903,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3904,3904,40.0,Female,Master,Human Resources Manager,12.0,130000.0
3905,3905,33.0,Male,Bachelor,Operations Manager,7.0,85000.0
3906,3906,29.0,Female,High_School,Junior Sales Associate,1.0,25000.0
3907,3907,44.0,Male,PhD,Data Scientist,15.0,150000.0
3908,3908,28.0,Male,Bachelor,Software Developer,3.0,60000.0
3909,3909,36.0,Female,Master,Marketing Coordinator,9.0,100000.0
3910,3910,31.0,Male,Bachelor,Operations Manager,6.0,75000.0
3911,3911,27.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3912,3912,42.0,Male,PhD,Data Scientist,14.0,140000.0
3913,3913,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3914,3914,26.0,Male,High_School,Junior Sales Associate,2.0,30000.0
3915,3915,39.0,Female,Master,Marketing Manager,11.0,120000.0
3916,3916,30.0,Male,Bachelor,Software Engineer,4.0,65000.0
3917,3917,47.0,Male,PhD,Data Scientist,19.0,190000.0
3918,3918,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3919,3919,40.0,Female,Master,Human Resources Manager,12.0,130000.0
3920,3920,33.0,Male,Bachelor,Operations Manager,7.0,85000.0
3921,3921,29.0,Female,High_School,Junior Sales Associate,1.0,25000.0
3922,3922,44.0,Male,PhD,Data Scientist,15.0,150000.0
3923,3923,28.0,Male,Bachelor,Software Developer,3.0,60000.0
3924,3924,36.0,Female,Master,Marketing Coordinator,9.0,100000.0
3925,3925,31.0,Male,Bachelor,Operations Manager,6.0,75000.0
3926,3926,27.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3927,3927,42.0,Male,PhD,Data Scientist,14.0,140000.0
3928,3928,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3929,3929,26.0,Male,High_School,Junior Sales Associate,2.0,30000.0
3930,3930,39.0,Female,Master,Marketing Manager,11.0,120000.0
3931,3931,30.0,Male,Bachelor,Software Engineer,4.0,65000.0
3932,3932,47.0,Male,PhD,Data Scientist,19.0,190000.0
3933,3933,25.0,Female,Bachelor,Junior Software Developer,1.0,35000.0
3934,3934,40.0,Female,Master,Human Resources Manager,12.0,130000.0
3935,3935,33.0,Male,Bachelor,Operations Manager,7.0,85000.0
3936,3936,29.0,Female,High_School,Junior Sales Associate,1.0,25000.0
3937,3937,44.0,Male,PhD,Data Scientist,15.0,150000.0
3938,3938,28.0,Male,Bachelor,Software Developer,3.0,60000.0
3939,3939,36.0,Female,Master,Marketing Coordinator,9.0,100000.0
3940,3940,31.0,Male,Bachelor,Operations Manager,6.0,75000.0
3941,3941,27.0,Female,Master,Human Resources Coordinator,3.0,50000.0
3942,3942,42.0,Male,PhD,Data Scientist,14.0,140000.0
3943,3943,34.0,Female,Bachelor,Human Resources Manager,6.0,75000.0
3944,3944,26.0,Male,High_School,Junior Sales Associate,2.0,30000.0
